1.53203491244522E+018,0.2898067236
1.53203491246211E+018,0.2914434671
1.53203491247831E+018,0.2939795256
1.53203491249501E+018,0.2961473167
1.53203491251251E+018,0.2978815734
1.53203491252837E+018,0.2996718884
1.53203491254479E+018,0.3009775281
1.53203491256145E+018,0.3020529747
1.53203491257827E+018,0.3031684756
1.532034912595E+018,0.3055074513
1.53203491261212E+018,0.3074131012
1.53203491262859E+018,0.3092747033
1.53203491264523E+018,0.3110383153
1.53203491266245E+018,0.3127620518
1.5320349126788E+018,0.3148120046
1.53203491269536E+018,0.3164416254
1.532034912712E+018,0.3182516694
1.53203491272855E+018,0.3197264373
1.53203491274575E+018,0.3213381767
1.53203491276278E+018,0.3225329816
1.5320349127795E+018,0.3233267665
1.53203491279645E+018,0.3241376877
1.5320349128116E+018,0.32445997
1.53203491282912E+018,0.3249166012
1.53203491284628E+018,0.3262072206
1.53203491286323E+018,0.3270424604
1.53203491287927E+018,0.3277373314
1.53203491289501E+018,0.3284858465
1.53203491291248E+018,0.3302955925
1.53203491293011E+018,0.3318600953
1.53203491294527E+018,0.3331918716
1.53203491296205E+018,0.33490327
1.53203491297976E+018,0.3364265859
1.53203491299491E+018,0.3378904164
1.53203491301156E+018,0.339389652
1.53203491302819E+018,0.3409530818
1.53203491304498E+018,0.3421477079
1.53203491306202E+018,0.343336165
1.53203491307855E+018,0.3446066976
1.53203491309481E+018,0.3456192613
1.53203491311218E+018,0.3467133045
1.5320349131286E+018,0.3477003574
1.53203491314566E+018,0.3486553431
1.53203491316203E+018,0.3492533267
1.53203491317868E+018,0.3499976397
1.53203491319541E+018,0.3505452275
1.53203491321166E+018,0.3510294259
1.53203491322903E+018,0.3515282571
1.53203491324584E+018,0.3520372808
1.53203491326304E+018,0.3524186909
1.53203491327989E+018,0.3526629508
1.53203491329546E+018,0.3531751633
1.53203491331261E+018,0.3537832797
1.53203491332947E+018,0.3541084826
1.53203491334536E+018,0.3549606204
1.53203491336162E+018,0.3562487662
1.53203491337886E+018,0.3575716019
1.53203491339552E+018,0.3587008119
1.53203491341283E+018,0.3599232137
1.53203491342831E+018,0.3610319197
1.53203491344629E+018,0.3620631099
1.53203491346145E+018,0.3627906144
1.53203491347845E+018,0.3635695875
1.53203491349519E+018,0.3644891083
1.53203491351167E+018,0.3655143678
1.53203491352819E+018,0.3661363721
1.53203491354591E+018,0.3669838011
1.5320349135618E+018,0.3675198853
1.53203491357833E+018,0.36858657
1.53203491359495E+018,0.3694875836
1.53203491361191E+018,0.3702497482
1.53203491362921E+018,0.3709323704
1.53203491364645E+018,0.3717371225
1.53203491366289E+018,0.3723798394
1.53203491367856E+018,0.3730753362
1.53203491369488E+018,0.3735792935
1.53203491371179E+018,0.3741052449
1.53203491372813E+018,0.3744618297
1.53203491374484E+018,0.3746377528
1.53203491376258E+018,0.3754140437
1.53203491377922E+018,0.3766052127
1.53203491379507E+018,0.3775148392
1.53203491381306E+018,0.3788521886
1.53203491382837E+018,0.3802490532
1.53203491384484E+018,0.3816474378
1.53203491386135E+018,0.3829496205
1.53203491387851E+018,0.3839363754
1.53203491389526E+018,0.3846918941
1.53203491391193E+018,0.3856103122
1.53203491392823E+018,0.3862283826
1.53203491394468E+018,0.386833638
1.53203491396315E+018,0.387087971
1.53203491397908E+018,0.3870221376
1.53203491399644E+018,0.3871790767
1.53203491401321E+018,0.38683182
1.53203491402959E+018,0.386567384
1.53203491404629E+018,0.387439847
1.53203491406175E+018,0.3873383403
1.53203491407844E+018,0.3878802657
1.53203491409507E+018,0.3887684941
1.53203491411144E+018,0.3891555667
1.53203491412816E+018,0.3897370398
1.53203491414637E+018,0.3898727596
1.53203491416191E+018,0.3902821243
1.53203491417968E+018,0.390450269
1.53203491419516E+018,0.3908597529
1.53203491421172E+018,0.3912312686
1.53203491422927E+018,0.3915972412
1.53203491424573E+018,0.3921070397
1.53203491426162E+018,0.3930021524
1.53203491427821E+018,0.3927845359
