1.53203491244522E+018,0.2900041044
1.53203491246211E+018,0.2920564711
1.53203491247827E+018,0.2944508195
1.532034912495E+018,0.2964253426
1.5320349125125E+018,0.2980761528
1.53203491252838E+018,0.299891144
1.53203491254484E+018,0.3012789488
1.53203491256156E+018,0.3024900854
1.53203491257828E+018,0.3038825393
1.532034912595E+018,0.3056472242
1.53203491261226E+018,0.3078248203
1.53203491262869E+018,0.3095634878
1.53203491264524E+018,0.3113023937
1.53203491266249E+018,0.3130072653
1.53203491267885E+018,0.3150083721
1.53203491269543E+018,0.3166485131
1.53203491271199E+018,0.3183670938
1.53203491272855E+018,0.3199850321
1.53203491274576E+018,0.3216365278
1.53203491276278E+018,0.3228082359
1.5320349127795E+018,0.3235938847
1.53203491279654E+018,0.3244466782
1.53203491281163E+018,0.3249163032
1.53203491282912E+018,0.3254318535
1.53203491284627E+018,0.3265007138
1.53203491286334E+018,0.3273237646
1.53203491287956E+018,0.3279795051
1.53203491289494E+018,0.3288252354
1.53203491291269E+018,0.3306552172
1.53203491293013E+018,0.3321265876
1.53203491294531E+018,0.3334649503
1.53203491296206E+018,0.3351147175
1.53203491297974E+018,0.336627394
1.5320349129949E+018,0.338162303
1.5320349130115E+018,0.3397037685
1.53203491302819E+018,0.3412259817
1.53203491304499E+018,0.3424290419
1.53203491306211E+018,0.3435778916
1.53203491307856E+018,0.3447124064
1.53203491309482E+018,0.3457733393
1.53203491311219E+018,0.3468373418
1.53203491312875E+018,0.3478429914
1.53203491314567E+018,0.3488180637
1.53203491316204E+018,0.349620074
1.53203491317868E+018,0.3502066135
1.53203491319552E+018,0.3507775068
1.53203491321167E+018,0.3514609039
1.53203491322911E+018,0.3519953191
1.53203491324588E+018,0.3524684906
1.5320349132631E+018,0.3527910411
1.53203491327988E+018,0.3530476391
1.53203491329545E+018,0.3535750508
1.5320349133126E+018,0.3540841639
1.5320349133295E+018,0.3545126021
1.53203491334538E+018,0.3552725017
1.53203491336173E+018,0.3565528095
1.53203491337907E+018,0.3577972651
1.53203491339552E+018,0.359069705
1.53203491341282E+018,0.3603312373
1.53203491342829E+018,0.3615085781
1.53203491344627E+018,0.3625657856
1.53203491346145E+018,0.363396883
1.53203491347843E+018,0.3638923168
1.5320349134952E+018,0.3647818267
1.53203491351166E+018,0.3657668829
1.53203491352832E+018,0.3664140999
1.53203491354622E+018,0.3672989905
1.53203491356184E+018,0.3680737913
1.53203491357837E+018,0.3688470125
1.53203491359501E+018,0.3696662188
